
【고지명】

*지명*     한자      지명     한자   
창원*     昌原*     의창      義昌      경상
창원*     昌原*     합포      合浦      경상
창원*     昌原*     환주      還珠      경상
창원*     昌原*     회산      檜山      경상
창원*     昌原*     회원      會原      경상
창의      彰義      진천*     鎭川*     충청
창주      昌州      창성*     昌城*     평안
창평*     昌平*     굴지      屈支      전라
창평*     昌平*     기양      祈陽      전라
창평*     昌平*     명양      鳴陽      전라
창평*     昌平*     명평      鳴平      전라
창화      昌化      양주*     楊州*     경기
창화군    昌化軍    충주*     忠州*     충청
척주      陟州      삼척*     三陟*     강원
천덕군    天德軍    황주*     黃州*     황해
천령      天嶺      함양*     咸陽*     경상
천성      淺城      안변*     安邊*     함경
천안*     天安*     도솔      兜率      충청
천안*     天安*     영산      寧山      충청
천안*     天安*     영주      寧州      충청
천안*     天安*     임환      任歡      충청
천안*     天安*     환주      歡州      충청
천정      千丁      정평*     定平*     함경
천정      泉井      덕원*     德源*     함경
천정구    泉井口    교하*     交河*     경기
철국      鐵國      강릉*     江陵*     강원
철산*     鐵山*     동산      銅山      평안
철산*     鐵山*     장녕      長寧      평안
철산*     鐵山*     철주      鐵州      평안
철산*     鐵山*     철천      鐵川      평안
철성      鐵城      고성*     固城*     경상
철성      鐵城      곤양*     昆陽*     경상
철성      鐵城      철원*     鐵原*     강원
철옹      鐵瓮      맹산*     孟山*     평안
철원      鐵圓      철원*     鐵原*     강원
철원*     鐵原*     동주      東州      강원
철원*     鐵原*     육창      陸昌      강원
철원*     鐵原*     창원      昌原      강원
철원*     鐵原*     철성      鐵城      강원
철원*     鐵原*     철원      鐵圓      강원
철주      鐵州      철산*     鐵山*     평안
철천      鐵川      철산*     鐵山*     평안
청거      淸渠      용담*     龍潭*     전라
청계      淸溪      영유*     永柔*     평안
청계      淸溪      초계*     草溪*     경상
청기      靑己      청송*     靑松*     경상
청당      靑塘      청안*     淸安*     충청
청도*     淸道*     대성      大城      경상
청도*     淸道*     도주      道州      경상
청도*     淸道*     마악      馬岳      경상
청도*     淸道*     오산      鰲山      경상
청도*     淸道*     이산      伊山      경상
청도*     淸道*     이서      伊西      경상
청무      靑武      청양*     靑陽*     충청
청보      靑寶      진보*     眞寶*     경상
청보      靑寶      청송*     靑松*     경상
청부      靑鳧      청송*     靑松*     경상
청산*     靑山*     굴산      屈山      충청
청산*     靑山*     기산      耆山      충청
청산*     靑山*     돌산      堗山      충청
청새      淸塞      희천*     熙川*     평안
청송      靑松      송화*     松禾*     황해
청송*     靑松*     부이      鳧伊      경상
청송*     靑松*     운봉      雲鳳      경상
청송*     靑松*     적선      積善      경상
청송*     靑松*     청기      靑己      경상
청송*     靑松*     청보      靑寶      경상
청송*     靑松*     청부      靑鳧      경상
청안*     淸安*     도서      道西      충청
청안*     淸安*     도서      都西      충청
청안*     淸安*     도안      道安      충청
청안*     淸安*     청당      靑塘      충청
청안*     淸安*     청연      淸淵      충청
청양*     靑陽*     고량부리  古良夫里  충청
청양*     靑陽*     청무      靑武      충청
청연      淸淵      청안*     淸安*     충청
청원      淸源      강계*     江界*     평안
청주      菁州      진주*     晉州*     경상
청주      靑州      개령*     開寧*     경상
청주      靑州      북청*     北靑*     함경
청주      靑州      청주*     淸州*     충청
청주*     淸州*     낭비성    娘臂城    충청
청주*     淸州*     낭성      琅城      충청
청주*     淸州*     상당      上黨      충청
청주*     淸州*     서원경    西原京    충청
청주*     淸州*     전절군    全節軍    충청
청주*     淸州*     청주      靑州      충청
청천      菁川      진주*     晉州*     경상
청풍*     淸風*     사열이    沙熱伊    충청
청하      淸河      예천*     醴泉*     경상
청하      淸河      하동*     河東*     경상
청하*     淸河*     덕성      德城      경상
청하*     淸河*     아혜      阿兮      경상
청하*     淸河*     해아      海阿      경상
청해      靑海      북청*     北靑*     함경
청화      淸化      포천*     抱川*     경기
초계*     草溪*     청계      淸溪      경상
초계*     草溪*     초팔혜    草八兮    경상
초계*     草溪*     팔계      八溪      경상
초산      楚山      이산*     理山*     평안
초산      楚山      정읍*     井邑*     전라
초팔혜    草八兮    초계*     草溪*     경상
촉막      蜀莫      개성*     開城*     경기
추계      秋溪      양지*     陽智*     경기
추량화    推良火    현풍*     玄風*     경상
추성      楸城      경원*     慶源*     함경
추성      秋成      담양*     潭陽*     전라
추자혜    秋子兮    담양*     潭陽*     전라
추화      推火      밀양*     密陽*     경상
축산      竺山      용궁*     龍宮*     경상
춘성      春城      덕원*     德源*     함경
춘주      春州      춘천*     春川*     강원
춘천*     春川*     광해      光海      강원
춘천*     春川*     봉산      鳳山      강원
춘천*     春川*     삭주      朔州      강원
춘천*     春川*     수약      首若      강원
춘천*     春川*     수춘      壽春      강원
춘천*     春川*     안양      安陽      강원
춘천*     春川*     오근내    烏斤乃    강원
춘천*     春川*     우수      牛首      강원
춘천*     春川*     춘주      春州      강원
충익      忠翊      배천*     白川*     황해
충주*     忠州*     국원      國原      충청
충주*     忠州*     대원      大原      충청
충주*     忠州*     예성      蘂城      충청
충주*     忠州*     중원      中原      충청
충주*     忠州*     창화군    昌化軍    충청
취산      鷲山      영산*     靈山*     경상
취성      取城      황주*     黃州*     황해
취성      鷲城      영산*     靈山*     경상
취성      鷲城      임피*     臨陂*     전라
치성      雉城      경성*     鏡城*     함경
치악성    雉岳城    배천*     白川*     황해
칠성      七城      용안*     龍安*     전라
칠원*     漆原*     구성      龜城      경상
칠원*     漆原*     무릉      武陵      경상
칠원*     漆原*     칠제      漆隄      경상
칠원*     漆原*     칠토      漆吐      경상
칠제      漆隄      칠원*     漆原*     경상
칠토      漆吐      칠원*     漆原*     경상
칠파화    漆巴火    진보*     眞寶*     경상
침명      浸溟      해남*     海南*     전라
타아      陁阿      상주*     尙州*     경상
탁라      乇羅      제주*     濟州*     전라
탐라      耽羅      제주*     濟州*     전라
탐모라    耽毛羅    제주*     濟州*     전라
탐진      耽津      강진*     康津*     전라
탕정      湯井      온양*     溫陽*     충청
태산      太山      태인*     泰仁*     전라
태안*     泰安*     성대혜    省大兮    충청
태안*     泰安*     소태      蘇泰      충청
태안*     泰安*     순성      蓴城      충청
태안주    太安州    자산*     慈山*     평안
태인*     泰仁*     대시산    大尸山    전라
태인*     泰仁*     무성      武城      전라
태인*     泰仁*     부성      賦城      전라
태인*     泰仁*     빈굴      賓屈      전라
태인*     泰仁*     인의      仁義      전라
태인*     泰仁*     태산      太山      전라
태주      泰州      태천*     泰川*     평안
태천*     泰川*     광화      光化      평안
태천*     泰川*     연삭      連朔      평안
태천*     泰川*     영삭      寧朔      평안
태천*     泰川*     태주      泰州      평안
토산      土山      상원*     祥原*     평안
토산*     兎山*     오사함달  烏斯含達  황해
토산*     兎山*     월성      月城      황해
통의      通義      나주*     羅州*     전라
통주      通州      선천*     宣川*     평안
통주      通州      통천*     通川*     강원
통진*     通津*     별사파의  別史波衣  경기
통진*     通津*     분진      分津      경기
통진*     通津*     비사성    比史城    경기
통진*     通津*     평회압    平淮押    경기
통천*     通川*     금뇌      金惱      강원
통천*     通川*     금란      金蘭      강원
통천*     通川*     금양      金壤      강원
통천*     通川*     통주      通州      강원
통천*     通川*     휴양      休壤      강원
퇴화      退火      흥해*     興海*     경상
투빈      投濱      해남*     海南*     전라
파릉      巴陵      양천*     陽川*     경기
파주      把州      의주*     義州*     평안
파주*     坡州*     곡성      曲城      경기
파주*     坡州*     봉성      峯城      경기
파주*     坡州*     서원      瑞原      경기
파주*     坡州*     술이홀    述尒忽    경기
파주*     坡州*     액봉      頟蓬      경기
파주*     坡州*     영평      鈴平      경기
파주*     坡州*     원평      原平      경기
파주*     坡州*     파평      坡平      경기
파주*     坡州*     파해평사  坡害平史  경기
파지      巴只      정평*     定平*     함경
파평      坡平      파주*     坡州*     경기
파해평사  坡害平史  파주*     坡州*     경기
판마곶    板麻串    송화*     松禾*     황해
팔계      八溪      초계*     草溪*     경상
팔진      八鎭      진해*     鎭海*     경상
패주      貝州      보성*     寶城*     전라
팽원      彭原      안주*     安州*     평안
평강      平江      평강*     平康*     강원
평강*     平康*     광평      廣平      강원
평강*     平康*     부양      斧壤      강원
평강*     平康*     오사내    於斯內    강원
평강*     平康*     평강      平江      강원
평교      平郊      순안*     順安*     평안
평량경    平凉京    원주*     原州*     강원
평산*     平山*     다지홀    多知忽    황해
평산*     平山*     대곡      大谷      황해
평산*     平山*     동양      東陽      황해
평산*     平山*     연덕      延德      황해
평산*     平山*     영풍      永豊      황해
평산*     平山*     평주      平州      황해
평양      平陽      순천*     順天*     전라
평양*     平壤*     기성      箕城      평안
평양*     平壤*     낙랑      樂浪      평안
평양*     平壤*     서경      西京      평안
평양*     平壤*     서도      西都      평안
평양*     平壤*     왕검성    王儉城    평안
평양*     平壤*     유경      柳京      평안
평양*     平壤*     장안      長安      평안
평양*     平壤*     조선      朝鮮      평안
평양*     平壤*     호경      鎬京      평안
평원      平原      숙천*     肅川*     평안
평원      平原      원주*     原州*     강원
평주      平州      평산*     平山*     황해
평창*     平昌*     노산      魯山      강원
평창*     平昌*     백오      白烏      강원
평창*     平昌*     욱오      郁烏      강원
평택*     平澤*     하팔      河八      충청
평해*     平海*     근을어    斤乙於    강원
평해*     平海*     기성      箕城      강원
평회압    平淮押    통진*     通津*     경기
포산      苞山      현풍*     玄風*     경상
포주      抱州      의주*     義州*     평안
포주      抱州      포천*     抱川*     경기
포천*     抱川*     견성      堅城      경기
포천*     抱川*     마홀      馬忽      경기
포천*     抱川*     명지      命旨      경기
포천*     抱川*     청화      淸化      경기
포천*     抱川*     포주      抱州      경기
폭지      瀑池      해주*     海州*     황해
풍기*     豊基*     기목      基木      경상
풍기*     豊基*     기주      基州      경상
풍기*     豊基*     기천      基川      경상
풍기*     豊基*     안정      安定      경상
풍기*     豊基*     영정      永定      경상
풍덕*     豊德*     승천부    昇天府    경기
풍덕*     豊德*     정주      貞州      경기
풍덕*     豊德*     하원      河源      경기
풍덕*     豊德*     해풍      海豊      경기
풍암      豊巖      고성*     高城*     강원
풍주      豊州      풍천*     豊川*     황해
풍천*     豊川*     구을      仇乙      황해
풍천*     豊川*     굴천      屈遷      황해
풍천*     豊川*     서하      西河      황해
풍천*     豊川*     성해      成海      황해
풍천*     豊川*     안주      安州      황해
풍천*     豊川*     풍주      豊州      황해
피산      陂山      임피*     臨陂*     전라
하곡      河曲      울산*     蔚山*     경상
하남      河南      하동*     河東*     경상
하동*     河東*     청하      淸河      경상
하동*     河東*     하남      河南      경상
하동*     河東*     한다사    韓多沙    경상
하산      夏山      창녕*     昌寧*     경상
하서량    河西良    강릉*     江陵*     강원
하성      夏城      창녕*     昌寧*     경상
하슬라    何瑟羅    강릉*     江陵*     강원
하양*     河陽*     하주      河州      경상
하양*     河陽*     화성      花城      경상
하원      河源      풍덕*     豊德*     경기
하주      下州      창녕*     昌寧*     경상
하주      河州      하양*     河陽*     경상
하팔      河八      평택*     平澤*     충청
학림      鶴林      흡곡*     歙谷*     강원
학성      鶴城      안변*     安邊*     함경
학성      鶴城      울산*     蔚山*     경상
한남      漢南      수원*     水原*     경기
한다사    韓多沙    하동*     河東*     경상
한산      翰山      홍산*     鴻山*     충청
한산*     韓山*     마산      馬山      충청
한산*     韓山*     마읍      馬邑      충청
한산*     韓山*     아주      鵝州      충청
한산*     韓山*     한주      韓州      충청
한산주    漢山州    광주*     廣州*     경기
한성*     龍岡*     한양      漢陽      서울
한성*     漢城*     광릉      廣陵      서울
한성*     漢城*     남경      南京      서울
한성*     漢城*     남평양    南平壤    서울
한성*     漢城*     북한산    北漢山    서울
한성*     漢城*     양주      楊州      서울
한양      漢陽      한성*     龍岡*     서울
한주      漢州      광주*     廣州*     경기
한주      韓州      한산*     韓山*     충청
한홀      漢忽      재령*     載寧*     황해
함경*     咸鏡*     진동군    鎭東軍    함경
함경*     咸鏡*     함산      咸山      함경
함경*     咸鏡*     함주      咸州      함경
함경*     咸鏡*     함평      咸平      함경
함경*     咸鏡*     합란부    哈蘭府    함경
함녕      咸寧      함창*     咸昌*     경상
함라      咸羅      함열*     咸悅*     전라
함산      咸山      함경*     咸鏡*     함경
함성      含城      함양*     咸陽*     경상
함신      咸新      의주*     義州*     평안
함안*     咸安*     금라      金羅      경상
함안*     咸安*     사라      沙羅      경상
함안*     咸安*     아나가야  阿那伽倻  경상
함안*     咸安*     아시량    阿尸良    경상
함안*     咸安*     함주      咸州      경상
함양      含陽      함양*     咸陽*     경상
함양*     咸陽*     속함      速含      경상
함양*     咸陽*     천령      天嶺      경상
함양*     咸陽*     함성      含城      경상
함양*     咸陽*     함양      含陽      경상
함양*     咸陽*     허주      許州      경상
함열*     咸悅*     감물아    甘勿阿    전라
함열*     咸悅*     함라      咸羅      전라
함종*     咸從*     아산      牙山      평안
함종*     咸從*     아선      牙善      평안
함주      咸州      함경*     咸鏡*     함경
함주      咸州      함안*     咸安*     경상
함창*     咸昌*     고동람    古冬攬    경상
함창*     咸昌*     고령      古寧      경상
함창*     咸昌*     고릉      古陵      경상
함창*     咸昌*     함녕      咸寧      경상
함평      咸平      함경*     咸鏡*     함경
함평*     咸平*     굴내      屈乃      전라
함평*     咸平*     기성      箕城      전라
함평*     咸平*     다기      多岐      전라
함평*     咸平*     모양      牟陽      전라
함평*     咸平*     모평      牟平      전라
함평*     咸平*     함풍      咸豊      전라
함풍      咸豊      함평*     咸平*     전라
합란부    哈蘭府    함경*     咸鏡*     함경
합주      陜州      합천*     陜川*     경상
합천*     陜川*     강양      江陽      경상
합천*     陜川*     대량      大良      경상
합천*     陜川*     대야      大耶      경상
합천*     陜川*     합주      陜州      경상
합포      合浦      창원*     昌原*     경상
항양      恒陽      양근*     楊根*     경기
해고      海皐      연안*     延安*     황해
해구      海口      강화*     江華*     경기
해남*     海南*     새금      塞琴      전라
해남*     海南*     침명      浸溟      전라
해남*     海南*     투빈      投濱      전라
해남*     海南*     해진      海珍      전라
해미*     海美*     여미      餘美      충청
해미*     海美*     여읍      餘邑      충청
해미*     海美*     여촌      餘村      충청
해미*     海美*     정해      貞海      충청
해빈      海濱      화순*     和順*     전라
해아      海阿      청하*     淸河*     경상
해양      海洋      길성*     吉城*     함경
해양      海陽      광산*     光山*     전라
해양      海陽      남해*     南海*     경상
해종      海宗      면천*     沔川*     충청
해주*     海州*     고죽      孤竹      황해
해주*     海州*     내미홀    內米忽    황해
해주*     海州*     대령      大寧      황해
해주*     海州*     서해      西海      황해
해주*     海州*     수양      首陽      황해
해주*     海州*     안서      安西      황해
해주*     海州*     장지      長池      황해
해주*     海州*     지성      池城      황해
해주*     海州*     폭지      瀑池      황해
해진      海珍      해남*     海南*     전라
해풍      海豊      풍덕*     豊德*     경기
해풍      海豊      홍주*     洪州*     충청
해흥      海興      홍주*     洪州*     충청
행주      幸州      고양*     高陽*     경기
허주      許州      함양*     咸陽*     경상
허천      虛川      갑산*     甲山*     함경
헌산      巘山      언양*     彦陽*     경상
헌양      巘陽      언양*     彦陽*     경상
현웅      玄雄      남평*     南平*     전라
현풍      玄豊      현풍*     玄風*     경상
현풍*     玄風*     추량화    推良火    경상
현풍*     玄風*     포산      苞山      경상
현풍*     玄風*     현풍      玄豊      경상
현풍*     玄風*     현효      玄驍      경상
현효      玄驍      현풍*     玄風*     경상
혈구      穴口      강화*     江華*     경기
혜        槥        면천*     沔川*     충청
혜성      槥城      면천*     沔川*     충청
호경      鎬京      평양*     平壤*     평안
호산      壺山      여산*     礪山*     전라
홍긍      洪肯      홍원*     洪原*     함경
홍산*     鴻山*     대산      大山      충청
홍산*     鴻山*     한산      翰山      충청
홍양      洪陽      홍주*     洪州*     충청
홍원      洪源      고원*     高原*     함경
홍원*     洪原*     홍긍      洪肯      함경
홍원*     洪原*     홍헌      洪獻      함경
홍주*     洪州*     안평      安平      충청
홍주*     洪州*     운주      運州      충청
홍주*     洪州*     해풍      海豊      충청
홍주*     洪州*     해흥      海興      충청
홍주*     洪州*     홍양      洪陽      충청
홍천*     洪川*     녹효      綠驍      강원
홍천*     洪川*     벌력천    伐力川    강원
홍천*     洪川*     화산      花山      강원
홍헌      洪獻      홍원*     洪原*     함경
화령      和寧      영흥*     永興*     함경
화림      花林      안음*     安陰*     경상
화산      花山      강음*     江陰*     황해
화산      花山      금화*     金化*     강원
화산      花山      신녕*     新寧*     경상
화산      花山      신천*     信川*     황해
화산      花山      안동*     安東*     경상
화산      花山      이천*     伊川*     강원
화산      花山      홍천*     洪川*     강원
화성      火城      울산*     蔚山*     경상
화성      花城      하양*     河陽*     경상
화순*     和順*     산양      山陽      전라
화순*     和順*     여미      汝湄      전라
화순*     和順*     오성      烏城      전라
화순*     和順*     잉리아    仍利阿    전라
화순*     和順*     해빈      海濱      전라
화왕      火王      창녕*     昌寧*     경상
화의      和義      선산*     善山*     경상
화의      和義      의주*     義州*     평안
화전      花田      남해*     南海*     경상
화전      花田      횡성*     橫城*     강원
화주      和州      영흥*     永興*     함경
화평      化平      광산*     光山*     전라
환주      歡州      천안*     天安*     충청
환주      還珠      창원*     昌原*     경상
황간*     黃澗*     소라      召羅      충청
황간*     黃澗*     황계      黃溪      충청
황간*     黃澗*     황청      黃靑      충청
황계      黃溪      황간*     黃澗*     충청
황도      皇都      개성*     開城*     경기
황등야산  黃等也山  연산*     連山*     충청
황려      黃驪      여주*     驪州*     경기
황룡성    黃龍城    용강*     龍岡*     평안
황리      黃利      여주*     驪州*     경기
황무      黃武      이천*     利川*     경기
황산      黃山      연산*     連山*     충청
황양      黃壤      진천*     鎭川*     충청
황주*     黃州*     고령      固寧      황해
황주*     黃州*     대룡      大龍      황해
황주*     黃州*     대홀      大忽      황해
황주*     黃州*     동울      冬鬱      황해
황주*     黃州*     동홀      冬忽      황해
황주*     黃州*     성성      聖城      황해
황주*     黃州*     용흥      龍興      황해
황주*     黃州*     제안      齊安      황해
황주*     黃州*     천덕군    天德軍    황해
황주*     黃州*     취성      取城      황해
황천      潢川      횡성*     橫城*     강원
황청      黃靑      황간*     黃澗*     충청
황효      黃驍      여주*     驪州*     경기
회덕*     懷德*     비풍      比豊      충청
회덕*     懷德*     오천      杇淺      충청
회덕*     懷德*     우술      雨述      충청
회도      懷道      공주*     公州*     충청
회령*     會寧*     아목하    阿木河    함경
회령*     會寧*     오산      鰲山      함경
회령*     會寧*     오음회    吾音會    함경
회령*     會寧*     회산      會山      함경
회산      會山      회령*     會寧*     함경
회산      檜山      창원*     昌原*     경상
회안      淮安      광주*     廣州*     경기
회양*     淮陽*     각련성    各連城    강원
회양*     淮陽*     교주      交州      강원
회양*     淮陽*     연성      連城      강원
회양*     淮陽*     이물성    伊勿城    강원
회양*     淮陽*     회주      淮州      강원
회원      會原      창원*     昌原*     경상
회인*     懷仁*     매곡      昧谷      충청
회인*     懷仁*     미곡      未谷      충청
회주      懷州      장흥*     長興*     전라
회주      淮州      회양*     淮陽*     강원
횡성*     橫城*     오사매    於斯買    강원
횡성*     橫城*     화전      花田      강원
횡성*     橫城*     황천      潢川      강원
횡성*     橫城*     횡천      橫川      강원
횡천      橫川      횡성*     橫城*     강원
휴류성    鵂鶹城    봉산*     鳳山*     황해
휴암      鵂巖      봉산*     鳳山*     황해
휴양      休壤      통천*     通川*     강원
흑양      黑壤      진천*     鎭川*     충청
흔량매    欣良買    부안*     扶安*     전라
흔문      忻文      임피*     臨陂*     전라
흡곡*     歙谷*     습계      習磎      강원
흡곡*     歙谷*     습비곡    習比谷    강원
흡곡*     歙谷*     학림      鶴林      강원
흥덕      興德      은산*     殷山*     평안
흥덕*     興德*     상질      尙質      전라
흥덕*     興德*     상질      尙質      전라
흥덕*     興德*     상칠      上柒      전라
흥덕*     興德*     상칠      上柒      전라
흥덕*     興德*     장덕      章德      전라
흥덕*     興德*     장덕      章德      전라
흥덕*     興德*     흥성      興城      전라
흥덕*     興德*     흥성      興城      전라
흥려      興麗      울산*     蔚山*     경상
흥성      興城      흥덕*     興德*     전라
흥성      興城      흥덕*     興德*     전라
흥안      興安      성주*     星州*     경상
흥양*     興陽*     고양      高陽      전라
흥양*     興陽*     고이      高伊      전라
흥양*     興陽*     고흥      高興      전라
흥해*     興海*     곡강      曲江      경상
흥해*     興海*     미질부성  彌秩夫城  경상
흥해*     興海*     오산      鰲山      경상
흥해*     興海*     의창      義昌      경상
흥해*     興海*     퇴화      退火      경상
희안      喜安      부안*     扶安*     전라
희양      晞陽      광양*     光陽*     전라
희제      희제      인제*     麟蹄*     강원
희주      熙州      희천*     熙川*     평안
희천*     熙川*     위성      威城      평안
희천*     熙川*     위주      威州      평안
희천*     熙川*     청새      淸塞      평안
희천*     熙川*     희주      熙州      평안

